house_room,house,house_area,total_price,unit_price
3室2厅,武夷绿洲赏桂苑 ,139.23,345.0,24780.0
2室2厅,云河湾 ,65.15,268.0,41136.0
3室1厅,红花地 ,67.77,240.0,35414.0
2室2厅,四卫头小区 ,84.41,253.0,29973.0
3室2厅,良城美景家园 ,108.83,350.0,32161.0
4室2厅,枫丹白露枫丹花园 ,133.88,445.0,33239.0
1室1厅,银河湾福苑 ,51.09,210.0,41104.0
2室2厅,三山花园 ,102.86,380.0,36944.0
2室2厅,亚东国际公寓 ,76.05,282.0,37081.0
2室2厅,江佑铂庭 ,79.14,230.0,29063.0
3室1厅,百水芊城春水坊 ,105.65,232.0,21960.0
2室1厅,佳盛花园 ,61.25,173.0,28245.0
2室1厅,万达江南明珠 ,85.06,290.0,34094.0
3室2厅,赞成湖畔居 ,108.56,425.0,39149.0
3室1厅,月苑二村 ,79.66,198.0,24856.0
2室3厅,东渡新锐大厦 ,70.25,320.0,45552.0
1室1厅,美达上河明苑 ,60.63,198.0,32658.0
3室2厅,威尼斯水城第七街区 ,118.87,265.0,22294.0
3室1厅,开园 ,87.0,310.0,35633.0
2室1厅,常府街10至16号 ,50.74,175.0,34490.0
2室2厅,旭日爱上城第四区南区 ,74.25,192.0,25859.0
3室2厅,东郊小镇第二街区 ,91.12,190.0,20852.0
2室1厅,和会街 ,51.42,190.0,36951.0
2室2厅,达莱公寓 ,78.18,268.0,34280.0
2室2厅,雅居乐花园 ,96.09,440.0,45791.0
3室2厅,天元吉第城 ,106.3,270.0,25400.0
2室2厅,天润城第三街区 ,80.83,173.0,21403.0
2室1厅,姜圩路小区 ,62.68,140.0,22336.0
3室1厅,南理工小区竹园小区 ,79.81,315.0,39469.0
2室1厅,西瓜圃桥 ,47.27,128.0,27079.0
3室2厅,江南青年城蓝水苑 ,114.83,249.0,21685.0
3室2厅,诚品城 ,98.84,260.0,26306.0
2室1厅,南湾营馨康苑 ,65.27,135.0,20684.0
3室1厅,铜坊苑小区 ,85.25,205.0,24047.0
2室1厅,凤凰西街 ,54.08,172.0,31805.0
2室2厅,万达西地一期 ,74.85,316.0,42218.0
2室1厅,太平桥南 ,57.51,178.0,30952.0
1室1厅,大阳沟59号 ,39.84,105.0,26356.0
3室2厅,天润城第十街区 ,124.4,270.0,21705.0
3室2厅,天泰花园南区 ,134.15,288.0,21469.0
2室2厅,香格里拉东苑 ,104.45,440.0,42126.0
2室1厅,铁匠营 ,62.38,180.0,28856.0
1室1厅,科巷新寓 ,55.88,167.0,29886.0
3室2厅,天地新城天玑座 ,129.14,285.0,22070.0
2室1厅,台园 ,61.4,185.0,30131.0
2室1厅,建康路 ,66.82,245.0,36666.0
2室1厅,月苑四村 ,68.35,199.0,29115.0
2室2厅,天润城第十三街区 ,80.3,188.0,23413.0
3室2厅,天地新城天玑座 ,129.14,285.0,22070.0
1室1厅,科巷新寓 ,55.88,167.0,29886.0
3室2厅,银城东苑揽翠苑 ,118.55,475.0,40068.0
3室3厅,武夷绿洲赏桂苑 ,91.67,248.0,27054.0
3室2厅,明月港湾翠堤湾 ,124.31,300.0,24134.0
2室1厅,洪武大厦 ,120.53,270.0,22402.0
3室1厅,爱涛翠湖花园 ,143.6,335.0,23329.0
2室2厅,美达浅草明苑 ,90.93,265.0,29144.0
4室2厅,托乐嘉吉邻居 ,177.52,435.0,24505.0
3室2厅,鸿运嘉园 ,92.9,270.0,29064.0
3室2厅,天地新城天琴座 ,125.78,282.0,22421.0
2室1厅,旭光里 ,65.78,185.0,28125.0
2室1厅,路子铺小区 ,48.27,128.0,26518.0
2室2厅,阳光广场 ,92.21,300.0,32535.0
3室2厅,江南青年城翠湾苑 ,106.33,246.0,23136.0
2室1厅,板仓街49号 ,57.79,178.0,30802.0
3室1厅,凯润金城 ,101.76,580.0,56997.0
3室2厅,明月港湾彩云湾 ,108.58,290.0,26709.0
3室1厅,万科金色领域 ,88.28,283.0,32058.0
3室1厅,淮海新村 ,62.72,254.0,40498.0
2室1厅,东郊小镇邻里中心 ,48.82,120.0,24581.0
3室1厅,罗汉巷 ,81.26,260.0,31997.0
2室2厅,天润城第三街区 ,81.59,175.0,21449.0
3室1厅,湖心花园 ,82.31,285.0,34626.0
2室2厅,东渡国际青年城 ,80.28,222.0,27654.0
3室1厅,月光广场 ,118.98,335.0,28156.0
3室2厅,大华锦绣华城榴美颂 ,117.25,292.0,24905.0
3室1厅,四平路 ,62.97,158.0,25092.0
3室1厅,月苑五村 ,93.68,283.0,30210.0
2室2厅,金地名京 ,88.15,460.0,52184.0
2室2厅,红山韵致居 ,93.43,310.0,33180.0
3室2厅,翠屏湾花园城 ,115.81,256.0,22106.0
4室2厅,明月港湾旭日湾 ,138.75,330.0,23784.0
3室1厅,清江花苑清风园 ,97.33,360.0,36988.0
2室2厅,天元吉第城 ,83.9,225.0,26818.0
2室2厅,江东北路196号 ,85.48,335.0,39191.0
2室1厅,樱驼花园园丁园 ,74.51,200.0,26843.0
3室2厅,月苑四村 ,93.38,220.0,23560.0
2室2厅,湖西街4号 ,81.09,220.0,27131.0
3室2厅,阳光聚宝山庄 ,139.75,390.0,27907.0
3室1厅,锁金三村 ,69.83,210.0,30074.0
2室1厅,将军塘 ,61.58,157.0,25496.0
2室1厅,牵牛巷 ,70.07,215.0,30684.0
3室1厅,和会街115号 ,60.67,238.0,39229.0
3室2厅,市政天元城 ,122.73,336.0,27378.0
3室1厅,二十八所(南) ,82.97,265.0,31940.0
3室2厅,水月秦淮 ,112.5,250.0,22223.0
2室2厅,方圆绿茵 ,87.51,248.0,28340.0
3室2厅,钟山山庄 ,102.68,305.0,29704.0
3室1厅,丹佛小镇 ,77.06,195.0,25305.0
2室2厅,红山韵致居 ,79.06,242.0,30610.0
2室2厅,天润城第十街区 ,81.64,185.0,22661.0
3室2厅,迎春苑 ,117.74,316.0,26839.0
3室2厅,安如村 ,74.01,225.0,30402.0
3室2厅,城市绿洲花园 ,121.7,325.0,26706.0
2室2厅,水西门大街133号 ,65.93,190.0,28819.0
3室2厅,月苑四村 ,93.38,220.0,23560.0
2室2厅,湖西街4号 ,81.09,220.0,27131.0
2室2厅,安泰村 ,76.35,229.0,29994.0
2室2厅,大华锦绣华城榴美颂 ,88.87,215.0,24193.0
3室2厅,大华锦绣华城桂美颂 ,127.51,295.0,23136.0
2室2厅,华侨城 ,95.22,198.0,20794.0
3室1厅,锁金三村 ,67.81,200.0,29495.0
3室2厅,匡庐花园 ,112.81,828.0,73398.0
2室2厅,天然居 ,86.28,260.0,30135.0
2室2厅,威尼斯水城第六街区 ,88.76,200.0,22533.0
3室1厅,二十八所(南) ,82.97,265.0,31940.0
3室2厅,龙蟠花苑 ,86.77,260.0,29965.0
3室2厅,威尼斯水城第二街区 ,109.98,246.0,22368.0
2室2厅,天润城第十街区 ,81.64,185.0,22661.0
3室1厅,热河南路 ,70.86,202.0,28507.0
3室2厅,翠岛花城柳丝苑 ,132.81,460.0,34636.0
3室2厅,东郊小镇第四街区 ,79.95,190.0,23765.0
2室2厅,润花园 ,89.62,385.0,42960.0
3室2厅,瀛洲湾 ,104.3,252.0,24162.0
2室2厅,铂领公寓 ,92.14,326.0,35381.0
3室1厅,凤虹苑 ,63.35,195.0,30782.0
2室1厅,王府园小区 ,58.05,176.0,30319.0
3室1厅,兴贤佳园 ,86.63,220.0,25396.0
2室2厅,华汇康城 ,84.84,180.0,21217.0
2室1厅,悦民公寓北区 ,63.98,140.0,21882.0
2室1厅,燕归园 ,62.91,160.0,25434.0
3室2厅,百水家园 ,84.08,180.0,21409.0
3室2厅,紫峰公馆 ,87.38,270.0,30900.0
1室0厅,兴贤佳园修贤苑 ,36.55,95.0,25992.0
2室1厅,淮海新村 ,51.83,193.0,37238.0
1室1厅,天玺国际广场 ,48.68,330.0,67790.0
2室1厅,泰和园 ,87.48,202.0,23091.0
1室1厅,御道街小区 ,41.9,142.0,33891.0
2室1厅,康怡花园 ,65.89,183.0,27774.0
2室2厅,明月港湾翠堤湾 ,83.51,220.0,26345.0
2室1厅,江滨新寓 ,57.45,205.0,35684.0
3室2厅,雯锦雅苑 ,111.28,326.0,29296.0
2室1厅,樱驼花园跃新园 ,60.98,166.0,27223.0
3室2厅,康盛花园 ,113.71,343.0,30165.0
2室2厅,话园 ,78.97,235.0,29759.0
2室2厅,阳光聚宝山庄 ,97.91,305.0,31152.0
3室2厅,明发滨江新城三期 ,114.92,245.0,21320.0
3室1厅,瑞阳街1号 ,104.51,375.0,35882.0
2室2厅,金基汇锦国际 ,50.04,270.0,53957.0
3室1厅,风光里小区 ,74.9,225.0,30041.0
2室2厅,东郊小镇第二街区 ,82.31,163.0,19804.0
3室1厅,后宰门西村 ,62.23,175.0,28122.0
3室1厅,乔虹苑 ,64.96,170.0,26170.0
2室2厅,君园 ,68.64,350.0,50991.0
2室2厅,墨香山庄 ,84.95,275.0,32372.0
2室1厅,虹苑新寓二村 ,59.49,175.0,29417.0
4室2厅,颐和南园 ,152.51,420.0,27540.0
2室1厅,金陵新八村 ,48.03,123.0,25609.0
2室1厅,天坛新村 ,58.49,148.0,25304.0
3室2厅,明华新村 ,147.94,440.0,29742.0
4室2厅,百家湖西花园伦敦城 ,141.0,350.0,24823.0
3室2厅,康定里 ,86.43,380.0,43967.0
2室2厅,明城华贵园 ,95.37,303.0,31771.0
3室2厅,滨江奥城静思苑 ,133.32,550.0,41255.0
3室2厅,康定里 ,86.43,380.0,43967.0
2室2厅,海润枫景家园 ,78.87,160.0,20287.0
2室2厅,明城华贵园 ,95.37,303.0,31771.0
3室2厅,滨江奥城静思苑 ,133.32,550.0,41255.0
4室2厅,胜泰新寓 ,164.09,330.0,20111.0
2室2厅,吉庆家园逢春苑 ,89.25,325.0,36415.0
3室2厅,明月港湾旭日湾 ,102.94,276.0,26812.0
2室1厅,梅花山庄丽景苑 ,76.19,293.0,38457.0
2室1厅,蓝岸尚城 ,38.38,144.0,37520.0
3室1厅,百家湖西花园巴黎城 ,120.21,320.0,26621.0
3室2厅,江岸水城 ,117.9,218.0,18491.0
2室1厅,莫愁花园牡丹里 ,80.72,272.0,33697.0
3室2厅,明发滨江新城二期 ,111.38,235.0,21099.0
2室2厅,万裕龙庭水岸 ,78.51,205.0,26112.0
2室2厅,世茂滨江新城 ,127.6,400.0,31348.0
1室1厅,富民坊 ,34.23,86.0,25125.0
2室1厅,银城花园北片 ,63.18,305.0,48275.0
5室2厅,文化名园荷风苑 ,157.58,405.0,25702.0
2室2厅,天润城第四街区 ,87.55,180.0,20560.0
2室1厅,营苑西村 ,79.87,190.0,23789.0
2室1厅,南塑新村 ,46.91,130.0,27713.0
2室2厅,宁工新寓二村 ,73.75,289.0,39187.0
2室1厅,安国村 ,61.57,170.0,27611.0
2室1厅,江滨新寓 ,60.56,180.0,29723.0
4室3厅,明发滨江新城一期 ,150.28,318.0,21161.0
2室1厅,迎江园 ,71.43,318.0,44520.0
2室1厅,汇景家园汇安苑 ,68.19,173.0,25371.0
3室2厅,明月港湾翠堤湾 ,104.84,305.0,29092.0
2室1厅,定淮门6号 ,63.25,161.0,25455.0
2室1厅,康居里 ,60.21,168.0,27903.0
2室2厅,东郊小镇第八街区 ,44.9,125.0,27840.0
3室2厅,翠屏湾花园城 ,127.25,265.0,20826.0
3室2厅,白马湖山庄 ,146.48,263.0,17955.0
3室2厅,天润城第十街区 ,90.01,214.0,23776.0
2室2厅,南京恒大绿洲 ,89.63,265.0,29566.0
2室1厅,东郊小镇第四街区 ,37.95,97.5,25692.0
2室2厅,芳草园 ,89.06,485.0,54458.0
3室2厅,万科金色领域 ,87.78,280.0,31898.0
2室1厅,东郊小镇第六街区 ,77.57,147.0,18951.0
2室1厅,金地自在城第二街区 ,64.43,150.0,23282.0
3室1厅,金盾公寓 ,91.35,310.0,33936.0
3室2厅,江南青年城翠湾苑 ,117.5,239.0,20341.0
3室1厅,高教新村 ,98.42,310.0,31498.0
2室1厅,锦江花苑 ,72.25,440.0,60900.0
3室2厅,中航樾府 ,85.4,315.0,36886.0
3室1厅,萍聚村 ,97.67,360.0,36859.0
3室1厅,佳和园 ,85.91,350.0,40741.0
1室1厅,小杨村小区 ,40.38,147.0,36405.0
3室2厅,美丽新世界金德茂花园 ,95.15,270.0,28377.0
2室2厅,金陵村 ,68.01,179.0,26320.0
3室2厅,天润城第十街区 ,89.98,220.0,24450.0
3室2厅,海润枫景家园 ,78.87,162.0,20541.0
3室2厅,名嘉佳园小区 ,128.8,330.0,25622.0
2室2厅,挪威森林 ,90.85,255.0,28069.0
3室1厅,亲水湾花园 ,98.8,290.0,29353.0
3室2厅,浦东花园 ,121.09,220.0,18169.0
2室2厅,紫鑫城 ,74.31,220.0,29606.0
2室1厅,拓园 ,51.11,157.0,30719.0
3室2厅,金轮第一城 ,116.0,309.0,26638.0
2室1厅,五台山1-6号 ,69.79,345.0,49435.0
4室2厅,梅花山庄湖畔之星 ,165.54,530.0,32017.0
3室2厅,时光澔韵 ,91.24,340.0,37265.0
4室1厅,铂金时代公寓 ,138.68,490.0,35334.0
3室2厅,鸿运嘉园 ,124.86,355.0,28432.0
3室2厅,碧水湾西园 ,123.06,300.0,24379.0
3室1厅,辰龙广场 ,114.98,530.0,46095.0
2室2厅,三九五九巷 ,99.12,225.0,22700.0
2室2厅,天地新城天枢座 ,96.58,235.0,24333.0
3室2厅,武夷绿洲观竹苑 ,105.1,275.0,26166.0
4室2厅,铁路北街 ,115.28,298.0,25851.0
3室2厅,嘉顺时代广场 ,98.16,262.0,26692.0
3室1厅,瑞阳街1号 ,98.13,340.0,34648.0
4室2厅,丹佛小镇 ,126.88,335.0,26403.0
3室2厅,宋都美域锦园 ,137.87,686.0,49758.0
2室2厅,红森公寓 ,91.3,270.0,29573.0
3室1厅,万达东坊 ,119.95,500.0,41685.0
2室2厅,天润城第八街区 ,80.84,176.0,21772.0
3室2厅,天华园 ,116.9,400.0,34218.0
4室2厅,紫鑫中华广场 ,176.66,670.0,37926.0
3室2厅,左邻右里 ,115.45,346.0,29970.0
3室2厅,天润城第十街区 ,90.24,209.0,23161.0
3室2厅,天润城第四街区 ,104.14,218.0,20934.0
4室1厅,西祠堂巷 ,46.8,280.8,60001.0
2室1厅,莫愁新寓迎春里 ,61.53,208.0,33805.0
2室2厅,天悦花园 ,79.62,242.0,30395.0
2室1厅,北苑二村 ,78.55,230.0,29281.0
3室2厅,金马郦城西区 ,129.27,540.0,41774.0
3室2厅,天润城第九街区 ,123.94,290.0,23399.0
2室2厅,珠泉花园 ,88.99,205.0,23037.0
2室1厅,梅花山庄丽景苑 ,82.59,305.0,36930.0
3室1厅,凤凰街84号 ,75.36,255.0,33838.0
2室2厅,海润枫景家园 ,78.89,168.0,21296.0
3室1厅,高教新村 ,98.42,298.0,30279.0
3室2厅,彩虹雅苑 ,111.68,210.0,18804.0
3室2厅,江岸水城 ,98.79,192.0,19436.0
3室2厅,东郊美树苑 ,134.69,580.0,43062.0
2室2厅,武夷商城 ,92.02,252.0,27386.0
2室2厅,海润枫景家园 ,83.82,170.0,20282.0
3室2厅,天润城第十街区 ,124.65,259.0,20779.0
3室2厅,吉庆家园逢春苑 ,122.96,420.0,34158.0
3室2厅,兴隆新寓兴宏园 ,77.05,305.0,39585.0
4室1厅,蓝天园 ,121.39,680.0,56018.0
3室2厅,美林苑 ,103.36,340.0,32895.0
3室2厅,莫愁花园牡丹里 ,71.63,258.0,36019.0
3室2厅,市人防宿舍 ,66.35,198.0,29842.0
3室2厅,武夷绿洲赏桂苑 ,125.1,330.0,26379.0
3室1厅,晓庄村42号 ,79.41,176.0,22164.0
5室2厅,尚文西苑 ,174.29,430.0,24672.0
2室2厅,后宰门街 ,75.29,210.0,27893.0
3室2厅,武夷绿洲观竹苑 ,105.1,275.0,26166.0
4室2厅,铁路北街 ,115.28,298.0,25851.0
3室2厅,嘉顺时代广场 ,98.16,262.0,26692.0
3室1厅,瑞阳街1号 ,98.13,340.0,34648.0
3室1厅,凤凰街84号 ,75.36,240.0,31848.0
3室2厅,海都嘉园 ,114.48,280.0,24459.0
3室2厅,月光广场 ,133.69,435.0,32538.0
2室1厅,融侨中央花园1期 ,87.93,422.0,47993.0
3室1厅,湖心花园 ,94.75,299.0,31557.0
2室2厅,凯莱花园 ,88.43,219.5,24822.0
4室2厅,新金贸花园 ,148.14,588.0,39693.0
3室2厅,天润城第四街区 ,113.92,222.0,19488.0
3室2厅,凤凰和鸣 ,130.65,750.0,57406.0
3室1厅,新城市广场 ,57.76,305.0,52805.0
2室2厅,天润城第十街区 ,81.37,188.0,23105.0
2室2厅,蓝山国际公寓 ,112.34,415.0,36942.0
3室2厅,银河湾花园 ,131.1,285.0,21740.0
3室2厅,月光广场 ,133.69,435.0,32538.0
2室1厅,融侨中央花园1期 ,87.93,422.0,47993.0
3室1厅,红庙小区 ,67.32,215.0,31938.0
2室2厅,紫鑫城 ,74.31,220.0,29606.0
2室1厅,拓园 ,51.11,157.0,30719.0
3室1厅,高教新村 ,98.42,298.0,30279.0
2室2厅,万达西地二期 ,70.36,295.0,41928.0
2室2厅,明发滨江新城一期 ,89.83,208.0,23155.0
2室2厅,湖滨世纪花园 ,94.34,250.0,26500.0
3室1厅,丹凤新寓 ,73.63,258.0,35041.0
2室2厅,天润城第十三街区 ,67.83,168.0,24768.0
2室2厅,白鹭花园莺歌苑 ,94.43,345.0,36535.0
3室2厅,枫情家园 ,103.76,300.0,28913.0
2室1厅,雨花新村二村 ,64.17,153.0,23843.0
2室1厅,牵牛巷 ,48.48,148.0,30529.0
2室1厅,牵牛巷 ,49.72,135.0,27153.0
3室2厅,海月花园 ,123.18,420.0,34097.0
2室1厅,罗廊西村 ,53.13,135.0,25410.0
2室1厅,光华园 ,60.2,165.0,27409.0
2室2厅,宝象花园 ,97.76,288.0,29460.0
4室2厅,金王府 ,125.02,353.0,28236.0
3室2厅,紫峰公馆 ,88.72,305.0,34378.0
2室1厅,梅花山庄中沁苑 ,86.52,295.0,34097.0
4室2厅,美丽新世界金德茂花园 ,151.64,328.0,21631.0
3室2厅,中粮彩云居 ,122.02,355.0,29094.0
3室1厅,大石桥小区 ,70.59,342.5,48520.0
2室1厅,樱驼花园永康园 ,69.86,180.0,25766.0
2室2厅,亲水湾花园 ,96.67,268.0,27724.0
3室1厅,钱塘望景花园 ,111.24,260.0,23373.0
2室1厅,明发城市广场 ,87.81,226.0,25738.0
2室1厅,金基汇锦国际 ,50.3,288.0,57257.0
2室2厅,滨江奥城观澜苑 ,96.81,405.0,41835.0
2室2厅,凤凰西街146号 ,80.65,268.0,33231.0
2室2厅,新城市广场 ,48.33,215.0,44486.0
2室2厅,鸿意星城 ,80.73,245.0,30349.0
2室1厅,科巷新寓 ,68.05,208.0,30566.0
2室2厅,亚东城西区 ,82.25,292.0,35502.0
3室2厅,天地新城天一座 ,122.31,278.0,22730.0
3室2厅,钟山晶典苑 ,111.78,335.0,29970.0
2室2厅,万科金域蓝湾 ,88.93,310.0,34859.0
3室2厅,长阳花园 ,101.16,518.0,51207.0
3室2厅,天泓山庄竹山苑 ,133.1,418.0,31405.0
3室1厅,御道街30号 ,79.58,299.0,37573.0
1室1厅,拓园 ,43.69,127.0,29069.0
1室1厅,百水芊城秀水坊 ,42.0,95.0,22620.0
1室1厅,南方花园A组团 ,53.47,125.0,23378.0
3室1厅,华阳佳园华彩苑 ,60.06,220.0,36631.0
3室1厅,开源小区三村 ,77.73,198.0,25473.0
2室2厅,怡居园 ,78.56,220.0,28005.0
2室2厅,盛泉新城 ,89.11,195.0,21884.0
3室1厅,凤凰花园城静幽园 ,126.29,480.0,38008.0
3室2厅,山水方舟 ,113.64,295.0,25960.0
3室2厅,阅城国际花园悠然园 ,116.7,442.0,37875.0
3室3厅,鸿意星城 ,130.88,410.0,31327.0
3室2厅,栖庭 ,132.04,620.0,46956.0
3室1厅,南林二村 ,69.45,202.0,29086.0
3室1厅,长虹路389号 ,70.13,190.0,27093.0
3室2厅,御河苑 ,94.9,360.0,37935.0
2室1厅,燕禾园 ,81.68,226.0,27669.0
3室1厅,名城世纪园 ,119.05,458.0,38472.0
2室1厅,万达东坊 ,90.31,385.0,42631.0
3室2厅,德基紫金南苑 ,124.67,530.0,42513.0
3室2厅,四季阳光花园 ,112.92,395.0,34981.0
3室1厅,雯锦雅苑 ,100.75,320.0,31762.0
3室1厅,月光广场 ,119.72,335.0,27982.0
3室2厅,赛世香樟园 ,135.87,410.0,30176.0
3室2厅,秦淮绿洲北苑 ,132.91,380.0,28591.0
2室2厅,思园 ,86.74,290.0,33434.0
2室1厅,金地苑 ,54.25,150.0,27650.0
3室1厅,华阳佳园华彩苑 ,60.06,220.0,36631.0
3室1厅,开源小区三村 ,77.73,198.0,25473.0
2室2厅,怡居园 ,78.56,220.0,28005.0
2室2厅,盛泉新城 ,89.11,195.0,21884.0
3室1厅,凤凰花园城静幽园 ,126.29,480.0,38008.0
3室2厅,山水方舟 ,113.64,295.0,25960.0
3室2厅,阅城国际花园悠然园 ,116.7,442.0,37875.0
3室3厅,鸿意星城 ,130.88,410.0,31327.0
2室2厅,威尼斯水城第七街区 ,71.22,172.0,24151.0
3室2厅,托乐嘉友邻居 ,111.42,330.0,29618.0
2室1厅,亲水湾花园 ,52.1,182.0,34933.0
3室2厅,诚品城 ,98.84,275.0,27823.0
3室1厅,二十八所(南) ,72.75,260.0,35739.0
2室2厅,天润城第十三街区 ,80.3,186.0,23164.0
3室2厅,金城丽景南区 ,101.77,240.0,23583.0
2室2厅,天地新城天琴座 ,95.3,230.0,24135.0
5室2厅,江南青年城蓝水苑 ,183.45,322.0,17553.0
3室1厅,宏普捷座 ,47.45,258.0,54374.0
3室2厅,幕府一村 ,81.5,230.0,28221.0
2室2厅,金基汇锦国际 ,50.3,298.0,59245.0
3室2厅,万达东坊 ,137.24,540.0,39348.0
3室2厅,弘阳旭日上城一区 ,113.79,275.0,24168.0
2室2厅,万科金域蓝湾 ,88.93,310.0,34859.0
3室2厅,华汇康城 ,125.75,243.0,19325.0
3室2厅,金盾公寓 ,93.53,360.0,38491.0
3室2厅,天润城第三街区 ,138.47,247.0,17838.0
2室2厅,方圆绿茵 ,75.84,227.0,29932.0
2室1厅,陶李王巷 ,53.35,151.0,28304.0
2室1厅,水西门大街87号 ,52.99,155.0,29251.0
2室1厅,集虹苑 ,56.42,157.0,27828.0
2室1厅,来凤里 ,50.28,152.0,30231.0
2室1厅,石门坎 ,67.81,156.0,23006.0
2室1厅,石城家园 ,49.65,145.0,29205.0
1室1厅,曹后村邮局宿舍 ,38.77,99.0,25536.0
2室1厅,莫愁路 ,48.17,150.0,31140.0
1室1厅,砂珠巷小区 ,46.6,127.0,27254.0
5室2厅,天正滨江花园 ,261.71,1050.0,40121.0
6室2厅,百家湖西花园巴黎城 ,156.0,425.0,27244.0
2室1厅,估衣廊 ,71.36,265.0,37136.0
3室2厅,典雅居 ,125.21,388.0,30988.0
2室1厅,丰富路 ,45.3,135.0,29802.0
1室1厅,盛天大厦 ,53.02,218.0,41117.0
3室2厅,苏城北苑 ,144.63,650.0,44943.0
2室2厅,胜泰华府 ,110.27,305.0,27660.0
3室1厅,天泰北区 ,85.7,227.0,26488.0
2室2厅,金马郦城东区 ,101.35,460.0,45388.0
3室2厅,天华硅谷 ,114.57,238.0,20774.0
3室2厅,东郊小镇第三街区 ,103.24,203.0,19663.0
2室1厅,盐西街小区 ,61.43,180.0,29302.0
3室2厅,名湖雅居 ,138.04,600.0,43466.0
3室2厅,威尼斯水城第七街区 ,142.84,295.0,20653.0
3室2厅,时光澔韵 ,107.8,345.0,32004.0
3室2厅,晓庄村42号 ,114.43,245.0,21411.0
3室2厅,翠屏国际梧桐苑 ,143.39,415.0,28943.0
3室2厅,星雨华府 ,136.15,755.0,55454.0
3室2厅,明月港湾月亮湾 ,126.21,330.0,26147.0
2室2厅,悦民公寓 ,100.68,180.0,17879.0
2室2厅,阳光嘉园 ,94.57,294.0,31089.0
3室2厅,江南青年城楚襄园 ,116.88,270.0,23101.0
2室2厅,东渡国际青年城 ,82.12,238.0,28982.0
3室2厅,瀛洲湾 ,146.12,320.0,21900.0
2室2厅,金王府 ,88.73,290.0,32684.0
3室1厅,凤凰新村 ,65.02,266.0,40911.0
2室1厅,美林苑 ,71.76,258.0,35954.0
2室2厅,南林一村 ,75.2,265.0,35240.0
3室2厅,秦淮教师公寓 ,88.99,233.0,26183.0
2室2厅,万欣花园 ,94.74,250.0,26389.0
3室2厅,五台山庄 ,116.15,720.0,61989.0
3室2厅,托乐嘉吉邻居 ,124.73,365.0,29264.0
3室2厅,石鼓路225号 ,83.0,290.0,34940.0
3室2厅,红森公寓 ,123.01,330.0,26828.0
3室2厅,江岸水城 ,92.25,188.0,20380.0
2室2厅,万科金色里程 ,69.19,230.0,33242.0
3室2厅,江岸水城 ,117.33,221.0,18836.0
3室2厅,石鼓路225号 ,83.0,290.0,34940.0
3室2厅,红森公寓 ,123.01,330.0,26828.0
3室2厅,江岸水城 ,92.25,188.0,20380.0
2室2厅,万科金色里程 ,69.19,230.0,33242.0
2室2厅,天润城第五街区 ,90.21,185.0,20508.0
3室2厅,东渡国际青年城 ,95.12,292.0,30699.0
2室2厅,新城市广场 ,48.36,245.0,50662.0
2室1厅,四方新村一村 ,62.23,157.0,25229.0
2室2厅,银城西堤国际一区 ,107.76,540.0,50112.0
2室2厅,仙霞路 ,76.0,579.0,76185.0
3室2厅,大华锦绣华城香榭美颂 ,89.53,228.0,25467.0
2室1厅,东渡国际青年城 ,80.77,230.0,28476.0
4室2厅,亚都天元居 ,125.63,400.0,31840.0
3室2厅,致和新村 ,108.81,310.0,28491.0
3室2厅,江南青年城翠湾苑 ,114.63,248.0,21635.0
3室1厅,阳光广场 ,129.12,460.0,35626.0
2室2厅,天润城第一街区 ,90.7,175.0,19295.0
2室2厅,长虹路35号 ,79.8,190.0,23810.0
3室1厅,凤凰新村 ,65.02,266.0,40911.0
2室2厅,武夷商城 ,89.88,235.0,26146.0
2室2厅,太平花苑北区 ,117.16,250.0,21339.0
3室2厅,石头城 ,79.82,225.0,28189.0
3室1厅,锁金三村 ,67.81,195.0,28757.0
3室2厅,亚东国际公寓 ,136.17,500.0,36719.0
